,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
4923,Smith,John,Hyatt,,,,1824-04-10,M,rep,NY,3.0,,Independent,,,,,,,,,,,,S000571,,,,,,410053,,,,8652.0,J. Hyatt Smith
4924,Sparks,William,Andrew Jackson,,,,1828-11-19,M,rep,IL,16.0,,Democrat,,,,,,,,,,,,S000704,,,,,,410175,,,,8767.0,William A. J. Sparks
4925,Spaulding,Oliver,Lyman,,,,1833-08-02,M,rep,MI,6.0,,Republican,,,,,,,,,,,,S000706,,,,,,410177,,,,8769.0,Oliver L. Spaulding
4926,Speer,Emory,,,,,1848-09-03,M,rep,GA,9.0,,Ind. Democrat,,,,,,,,,,,,S000711,,,,,,410181,,,,8773.0,Emory Speer
4927,Stephens,Alexander,Hamilton,,,,1812-02-11,M,rep,GA,8.0,,Democrat,,,,,,,,,,,,S000854,,,,,,410317,,,,8885.0,Alexander H. Stephens
4928,Thompson,William,George,,,,1830-01-17,M,rep,IA,5.0,,Republican,,,,,,,,,,,,T000224,,,,,,410803,,,,9345.0,William George Thompson
4929,Townsend,Amos,,,,,,M,rep,OH,20.0,,Republican,,,,,,,,,,,,T000328,,,,,,410899,,,,9432.0,Amos Townsend
4930,Tyler,James,Manning,,,,1835-04-27,M,rep,VT,2.0,,Republican,,,,,,,,,,,,T000449,,,,,,411017,,,,9541.0,James Manning Tyler
4931,Updegraff,Jonathan,Taylor,,,,1822-05-13,M,rep,OH,16.0,,Republican,,,,,,,,,,,,U000018,,,,,,411041,,,,9563.0,Jonathan T. Updegraff
4932,Upson,Christopher,Columbus,,,,1829-10-17,M,rep,TX,6.0,,Democrat,,,,,,,,,,,,U000028,,,,,,411051,,,,9573.0,Christopher C. Upson
4933,Urner,Milton,George,,,,1839-07-29,M,rep,MD,6.0,,Republican,,,,,,,,,,,,U000033,,,,,,411055,,,,9577.0,Milton Urner
4934,Van Aernam,Henry,,,,,1819-03-11,M,rep,NY,33.0,,Republican,,,,,,,,,,,,V000010,,,,,,411068,,,,9589.0,Henry Van Aernam
4935,Van Wyck,Charles,Henry,,,,1824-05-10,M,sen,NE,,1.0,Republican,,,,,,,,,,,,V000067,,,,,,411109,,,,9643.0,Charles Van Wyck
4936,Walker,Robert,Jarvis Cochran,,,,1838-10-20,M,rep,PA,16.0,,Republican,,,,,,,,,,,,W000066,,,,,,411245,,,,9754.0,Robert Jarvis Cochran Walker
4937,Ward,William,,,,,1837-01-01,M,rep,PA,6.0,,Republican,,,,,,,,,,,,W000143,,,,,,411317,,,,9823.0,William Ward (Pennsylvania politician)
4938,Webber,George,Washington,,,,1825-11-25,M,rep,MI,5.0,,Republican,,,,,,,,,,,,W000234,,,,,,411402,,,,9901.0,George W. Webber (politician)
4939,Williams,Charles,Grandison,,,,1829-10-18,M,rep,WI,1.0,,Republican,,,,,,,,,,,,W000492,,,,,,411649,,,,10137.0,Charles G. Williams
4940,Willits,Edwin,,,,,1830-04-24,M,rep,MI,2.0,,Republican,,,,,,,,,,,,W000564,,,,,,411720,,,,10206.0,Edwin Willits
4941,Wilson,Benjamin,,,,,1825-04-30,M,rep,WV,1.0,,Democrat,,,,,,,,,,,,W000569,,,,,,411724,,,,10211.0,Benjamin Wilson (congressman)
4942,Wise,Morgan,Ringland,,,,1825-06-07,M,rep,PA,21.0,,Democrat,,,,,,,,,,,,W000652,,,,,,411806,,,,10289.0,Morgan Ringland Wise
4943,Wood,Benjamin,,,,,1820-10-13,M,rep,NY,5.0,,Democrat,,,,,,,,,,,,W000690,,,,,,411842,,,,10320.0,Benjamin Wood (American politician)
4944,Wood,Fernando,,,,,1812-06-14,M,rep,NY,-1.0,,Democrat,,,,,,,,,,,,W000694,,,,,,411846,,,,10324.0,Fernando Wood
4945,Wood,Walter,Abbott,,,,1815-10-23,M,rep,NY,17.0,,Republican,,,,,,,,,,,,W000705,,,,,,411857,,,,10335.0,Walter A. Wood
4946,Young,Thomas,Lowry,,,,1832-12-14,M,rep,OH,2.0,,Republican,,,,,,,,,,,,Y000054,,,,,,411986,,,,10455.0,Thomas L. Young
4947,Barrow,Middleton,Pope,,,,1839-08-01,M,sen,GA,,2.0,Democrat,,,,,,,,,,,,B000184,,,,,,401183,,,,470.0,Middleton P. Barrow
4948,Chilcott,George,Miles,,,,1828-01-02,M,sen,CO,,2.0,Republican,,,,,,,,,,,,C000352,,,,,,402491,,,,1690.0,George M. Chilcott
4949,Alexander,Armstead,Milton,,,,1834-05-26,M,rep,MO,2.0,,Democrat,,,,,,,,,,,,A000090,,,,,,400749,,,,78.0,Armstead M. Alexander
4950,Anthony,Henry,Bowen,,,,1815-04-01,M,sen,RI,,2.0,Republican,,,,,,,,,,,,A000262,,,,,,400900,,,,212.0,Henry B. Anthony
4951,Bagley,John,Holroyd,Jr.,,,1832-11-26,M,rep,NY,15.0,,Democrat,,,,,,,,,,,,B000033,,,,,,401038,,,,337.0,John H. Bagley Jr.
4952,Barr,Samuel,Fleming,,,,1829-06-15,M,rep,PA,14.0,,Republican,,,,,,,,,,,,B000171,,,,,,401172,,,,459.0,Samuel Fleming Barr
4953,Belford,James,Burns,,,,1837-09-28,M,rep,CO,1.0,,Republican,,,,,,,,,,,,B000326,,,,,,401318,,,,593.0,James B. Belford
4954,Bisbee,Horatio,,Jr.,,,1839-05-01,M,rep,FL,2.0,,Republican,,,,,,,,,,,,B000485,,,,,,401466,,,,730.0,Horatio Bisbee Jr.
4955,Bowen,Thomas,Mead,,,,1835-10-26,M,sen,CO,,2.0,Republican,,,,,,,,,,,,B000686,,,,,,401648,,,,900.0,Thomas M. Bowen
4956,Brainerd,Samuel,Myron,,,,1842-11-13,M,rep,PA,27.0,,Republican,,,,,,,,,,,,B000761,,,,,,401720,,,,970.0,Samuel Myron Brainerd
4957,Bratton,John,,,,,1831-03-07,M,rep,SC,4.0,,Democrat,,,,,,,,,,,,B000772,,,,,,401731,,,,980.0,John Bratton
4958,Breitung,Edward,,,,,1831-11-10,M,rep,MI,11.0,,Republican,,,,,,,,,,,,B000795,,,,,,401752,,,,1001.0,Edward Breitung
4959,Brents,Thomas,Hurley,,,,1840-12-24,M,rep,WA,-1.0,,Republican,,,,,,,,,,,,B000806,,,,,,401763,,,,,Thomas Hurley Brents
4960,Brewer,Francis,Beattie,,,,1820-10-08,M,rep,NY,33.0,,Republican,,,,,,,,,,,,B000809,,,,,,401766,,,,1014.0,Francis B. Brewer
4961,Brewer,John,Hart,,,,1844-03-29,M,rep,NJ,2.0,,Republican,,,,,,,,,,,,B000810,,,,,,401767,,,,1015.0,J. Hart Brewer
4962,Broadhead,James,Overton,,,,1819-05-29,M,rep,MO,9.0,,Democrat,,,,,,,,,,,,B000848,,,,,,401805,,,,1049.0,James Broadhead
4963,Buchanan,Hugh,,,,,1823-09-15,M,rep,GA,4.0,,Democrat,,,,,,,,,,,,B001003,,,,,,401953,,,,1185.0,Hugh Buchanan (politician)
4964,Buckner,Aylett,Hawes,,,,1816-12-14,M,rep,MO,7.0,,Democrat,,,,,,,,,,,,B001031,,,,,,401981,,,,1212.0,Aylett Hawes Buckner
4965,Budd,James,Herbert,,,,1851-05-18,M,rep,CA,2.0,,Democrat,,,,,,,,,,,,B001034,,,,,,401984,,,,1214.0,James Budd
4966,Calkins,William,Henry,,,,1842-02-18,M,rep,IN,13.0,,Republican,,,,,,,,,,,,C000048,,,,,,402209,,,,1422.0,William H. Calkins
4967,Cassidy,George,Williams,,,,1836-04-25,M,rep,NV,0.0,,Democrat,,,,,,,,,,,,C000237,,,,,,402382,,,,1586.0,George Williams Cassidy
4968,Chalmers,James,Ronald,,,,1831-01-12,M,rep,MS,2.0,,Independent,,,,,,,,,,,,C000272,,,,,,402415,,,,1617.0,James Ronald Chalmers
4969,Clay,James,Franklin,,,,1840-10-29,M,rep,KY,2.0,,Democrat,,,,,,,,,,,,C000484,,,,,,402622,,,,1812.0,James Franklin Clay
4970,Connolly,Daniel,Ward,,,,1847-04-24,M,rep,PA,12.0,,Democrat,,,,,,,,,,,,C000696,,,,,,402821,,,,1998.0,Daniel W. Connolly
4971,Converse,George,Leroy,,,,1827-06-04,M,rep,OH,13.0,,Democrat,,,,,,,,,,,,C000711,,,,,,402835,,,,2011.0,George L. Converse
4972,Cook,John,Calhoun,,,,1846-12-26,M,rep,IA,6.0,,Democrat,,,,,,,,,,,,C000719,,,,,,402842,,,,2018.0,John C. Cook
4973,Cosgrove,John,,,,,1839-09-12,M,rep,MO,6.0,,Democrat,,,,,,,,,,,,C000793,,,,,,402913,,,,2080.0,John Cosgrove (Missouri politician)
4974,Covington,George,Washington,,,,1838-09-12,M,rep,MD,1.0,,Democrat,,,,,,,,,,,,C000815,,,,,,402933,,,,2097.0,George Washington Covington
4975,Craig,George,Henry,,,,1845-12-25,M,rep,AL,4.0,,Republican,,,,,,,,,,,,C000855,,,,,,402971,,,,2132.0,George Henry Craig
4976,Culbertson,William,Wirt,,,,1835-09-22,M,rep,KY,9.0,,Republican,,,,,,,,,,,,C000966,,,,,,403077,,,,2232.0,William Wirt Culbertson
4977,Cullen,William,,,,,1826-03-04,M,rep,IL,8.0,,Republican,,,,,,,,,,,,C000971,,,,,,403082,,,,2237.0,William Cullen (representative)
4978,Cutts,Marsena,Edgar,,,,1833-05-22,M,rep,IA,6.0,,Republican,,,,,,,,,,,,C001032,,,,,,403139,,,,2293.0,Marsena E. Cutts
4979,Davis,George,Royal,,,,1840-01-03,M,rep,IL,3.0,,Republican,,,,,,,,,,,,D000100,,,,,,403236,,,,2381.0,George R. Davis (Illinois politician)
4980,Davis,Lowndes,Henry,,,,1836-12-13,M,rep,MO,14.0,,Democrat,,,,,,,,,,,,D000124,,,,,,403259,,,,2402.0,Lowndes Henry Davis
4981,Deuster,Peter,Victor,,,,1831-02-13,M,rep,WI,4.0,,Democrat,,,,,,,,,,,,D000274,,,,,,403409,,,,2530.0,Peter V. Deuster
4982,Dibrell,George,Gibbs,,,,1822-04-12,M,rep,TN,3.0,,Democrat,,,,,,,,,,,,D000301,,,,,,403423,,,,2554.0,George Gibbs Dibrell
4983,Dorsheimer,William,,,,,1832-02-05,M,rep,NY,7.0,,Democrat,,,,,,,,,,,,D000442,,,,,,403552,,,,2679.0,William Dorsheimer
4984,Dowd,Clement,,,,,1832-08-27,M,rep,NC,6.0,,Democrat,,,,,,,,,,,,D000463,,,,,,403573,,,,2697.0,Clement Dowd
4985,Duncan,William,Addison,,,,1836-02-02,M,rep,PA,19.0,,Democrat,,,,,,,,,,,,D000538,,,,,,403645,,,,2762.0,William Addison Duncan
4986,Eaton,William,Wallace,,,,1816-10-11,M,rep,CT,1.0,,Democrat,,,,,,,,,,,,E000028,,,,,,403723,,,,2832.0,William W. Eaton
4987,Elliott,Mortimer,Fitzland,,,,1839-09-24,M,rep,PA,-1.0,,Democrat,,,,,,,,,,,,E000126,,,,,,403817,,,,2915.0,Mortimer Fitzland Elliott
4988,Ellis,Ezekiel,John,,,,1840-10-15,M,rep,LA,2.0,,Democrat,,,,,,,,,,,,E000134,,,,,,403825,,,,2923.0,E. John Ellis
4989,English,William,Eastin,,,,1850-11-03,M,rep,IN,7.0,,Democrat,,,,,,,,,,,,E000190,,,,,,403878,,,,2971.0,William E. English
4990,Evins,John,Hamilton,,,,1830-07-18,M,rep,SC,4.0,,Democrat,,,,,,,,,,,,E000272,,,,,,403951,,,,3033.0,John H. Evins
4991,Ferrell,Thomas,Merrill,,,,1844-06-20,M,rep,NJ,1.0,,Democrat,,,,,,,,,,,,F000089,,,,,,404047,,,,3117.0,Thomas M. Ferrell
4992,Fiedler,William,Henry Frederick,,,,1847-08-25,M,rep,NJ,6.0,,Democrat,,,,,,,,,,,,F000103,,,,,,404060,,,,3130.0,William H. F. Fiedler
4993,Finerty,John,Frederick,,,,1846-09-10,M,rep,IL,2.0,,Ind. Democrat,,,,,,,,,,,,F000127,,,,,,404082,,,,3150.0,John F. Finerty
4994,Follett,John,Fassett,,,,1831-02-18,M,rep,OH,1.0,,Democrat,,,,,,,,,,,,F000243,,,,,,404197,,,,3253.0,John F. Follett
4995,Garland,Augustus,Hill,,,,1832-06-11,M,sen,AR,,2.0,Democrat,,,,,,,,,,,,G000065,,,,,,404438,,,,3475.0,Augustus Hill Garland
4996,Garrison,George,Tankard,,,,1835-01-14,M,rep,VA,1.0,,Democrat,,,,,,,,,,,,G000084,,,,,,404456,,,,3492.0,George Tankard Garrison
4997,George,Melvin,Clark,,,,1849-05-13,M,rep,OR,1.0,,Republican,,,,,,,,,,,,G000128,,,,,,404498,,,,3533.0,Melvin Clark George
4998,Glascock,John,Raglan,,,,1845-08-25,M,rep,CA,-1.0,,Democrat,,,,,,,,,,,,G000229,,,,,,404591,,,,3622.0,John R. Glascock
4999,Graves,Alexander,,,,,1844-08-25,M,rep,MO,5.0,,Democrat,,,,,,,,,,,,G000390,,,,,,404740,,,,3759.0,Alexander Graves
5000,Hancock,John,,,,,1824-10-24,M,rep,TX,10.0,,Democrat,,,,,,,,,,,,H000150,,,,,,405032,,,,4028.0,John Hancock (Texas politician)
5001,Hardeman,Thomas,,Jr.,,,1825-01-12,M,rep,GA,0.0,,Democrat,,,,,,,,,,,,H000181,,,,,,405062,,,,4049.0,Thomas Hardeman Jr.
5002,Hardy,John,,,,,1835-09-19,M,rep,NY,9.0,,Democrat,,,,,,,,,,,,H000196,,,,,,405077,,,,4063.0,John Hardy (US politician)
5003,Hart,Alphonso,,,,,1830-07-04,M,rep,OH,12.0,,Republican,,,,,,,,,,,,H000282,,,,,,405156,,,,4140.0,Alphonso Hart
5004,Haskell,Dudley,Chase,,,,1842-03-23,M,rep,KS,2.0,,Republican,,,,,,,,,,,,H000316,,,,,,405189,,,,4171.0,Dudley C. Haskell
5005,Hatch,Herschel,Harrison,,,,1837-02-17,M,rep,MI,10.0,,Republican,,,,,,,,,,,,H000335,,,,,,405205,,,,4185.0,Herschel H. Hatch
5006,Herndon,Thomas,Hord,,,,1828-07-01,M,rep,AL,1.0,,Democrat,,,,,,,,,,,,H000534,,,,,,405396,,,,4358.0,Thomas H. Herndon
5007,Hewitt,Goldsmith,Whitehouse,,,,1834-02-14,M,rep,AL,6.0,,Democrat,,,,,,,,,,,,H000553,,,,,,405415,,,,4376.0,Goldsmith W. Hewitt
5008,Hoblitzell,Fetter,Schrier,,,,1838-10-07,M,rep,MD,3.0,,Democrat,,,,,,,,,,,,H000664,,,,,,405519,,,,4472.0,Fetter Schrier Hoblitzell
5009,Holton,Hart,Benton,,,,1835-10-13,M,rep,MD,5.0,,Republican,,,,,,,,,,,,H000751,,,,,,405602,,,,4547.0,Hart Benton Holton
5010,Hooper,Benjamin,Stephen,,,,1835-03-06,M,rep,VA,4.0,,Readjuster,,,,,,,,,,,,H000763,,,,,,405613,,,,4557.0,Benjamin Stephen Hooper
5011,Hopkins,James,Herron,,,,1832-11-03,M,rep,PA,22.0,,Democrat,,,,,,,,,,,,H000775,,,,,,405625,,,,4569.0,James Herron Hopkins
5012,Horr,Roswell,Gilbert,,,,1830-11-26,M,rep,MI,8.0,,Republican,,,,,,,,,,,,H000794,,,,,,405643,,,,4585.0,Roswell G. Horr
5013,Houseman,Julius,,,,,1832-12-08,M,rep,MI,5.0,,Democrat,,,,,,,,,,,,H000820,,,,,,405667,,,,4608.0,Julius Houseman
5014,Howey,Benjamin,Franklin,,,,1828-03-17,M,rep,NJ,4.0,,Republican,,,,,,,,,,,,H000869,,,,,,405716,,,,4655.0,Benjamin Franklin Howey
5015,Hunt,Carleton,,,,,1836-01-01,M,rep,LA,1.0,,Democrat,,,,,,,,,,,,H000969,,,,,,405813,,,,4742.0,Carleton Hunt
5016,Hurd,Frank,Hunt,,,,1840-12-25,M,rep,OH,10.0,,Democrat,,,,,,,,,,,,H001002,,,,,,405842,,,,4772.0,Frank H. Hurd
5017,Hutchins,Waldo,,,,,1822-09-30,M,rep,NY,12.0,,Democrat,,,,,,,,,,,,H001009,,,,,,405849,,,,4779.0,Waldo Hutchins
5018,Jeffords,Elza,,,,,1826-05-23,M,rep,MS,3.0,,Republican,,,,,,,,,,,,J000071,,,,,,405975,,,,4904.0,Elza Jeffords
5019,Jones,Burr,W.,,,,1846-03-09,M,rep,WI,3.0,,Democrat,,,,,,,,,,,,J000213,,,,,,406108,,,,5025.0,Burr W. Jones
5020,Jordan,Isaac,M.,,,,1835-05-05,M,rep,OH,2.0,,Democrat,,,,,,,,,,,,J000268,,,,,,406160,,,,5074.0,Isaac M. Jordan
5021,Kasson,John,Adam,,,,1822-01-11,M,rep,IA,7.0,,Republican,,,,,,,,,,,,K000018,,,,,,406189,,,,5100.0,John A. Kasson
5022,Kellogg,William,Pitt,,,,1830-12-08,M,rep,LA,3.0,,Republican,,,,,,,,,,,,K000069,,,,,,406239,,,,5147.0,William Pitt Kellogg
5023,Lacey,Edward,Samuel,,,,1835-11-26,M,rep,MI,3.0,,Republican,,,,,,,,,,,,L000009,,,,,,406519,,,,5390.0,Edward S. Lacey
5024,Lamar,Lucius,Quintus Cincinnatus,,,,1825-09-17,M,sen,MS,,2.0,Democrat,,,,,,,,,,,,L000030,,,,,,406540,,,,5416.0,Lucius Quintus Cincinnatus Lamar
5025,Lamb,John,Edward,,,,1852-12-26,M,rep,IN,8.0,,Democrat,,,,,,,,,,,,L000034,,,,,,406544,,,,5420.0,John Edward Lamb
5026,Lawrence,George,Van Eman,,,,1818-11-13,M,rep,PA,24.0,,Republican,,,,,,,,,,,,L000134,,,,,,406639,,,,5511.0,George Van Eman Lawrence
5027,Lewis,Edward,Taylor,,,,1834-10-26,M,rep,LA,6.0,,Democrat,,,,,,,,,,,,L000280,,,,,,406778,,,,5637.0,Edward T. Lewis (politician)
5028,Luna,Tranquilino,,,,,1849-02-25,M,rep,NM,-1.0,,Republican,,,,,,,,,,,,L000513,,,,,,406999,,,,,Tranquilino Luna
5029,Lyman,Theodore,,,,,1833-08-23,M,rep,MA,9.0,,Ind. Republican,,,,,,,,,,,,L000529,,,,,,407013,,,,5851.0,Theodore Lyman III
5030,Mackey,Edmund,William McGregor,,,,1846-03-08,M,rep,SC,7.0,,Republican,,,,,,,,,,,,M000024,,,,,,407052,,,,5886.0,Edmund William McGregor Mackey
5031,Maginnis,Martin,,,,,1841-10-27,M,rep,MT,-1.0,,Democrat,,,,,,,,,,,,M000050,,,,,,407078,,,,,Martin Maginnis
5032,Manning,Vannoy,Hartrog,,Van,,1839-07-26,M,rep,MS,-1.0,,Democrat,,,,,,,,,,,,M000111,,,,,,407135,,,,5965.0,Van. H. Manning
5033,Manzanares,Francisco,Antonio,,,,1843-01-25,M,rep,NM,-1.0,,Democrat,,,,,,,,,,,,M000118,,,,,,407142,,,,,Francisco Antonio Manzanares
5034,Mayo,Robert,Murphy,,,,1836-04-28,M,rep,VA,1.0,,Readjuster,,,,,,,,,,,,M000287,,,,,,407303,,,,6114.0,Robert Murphy Mayo
5035,McCoid,Moses,Ayers,,,,1840-11-05,M,rep,IA,1.0,,Republican,,,,,,,,,,,,M000348,,,,,,407357,,,,6164.0,Moses A. McCoid
5036,McCormick,John,Watts,,,,1831-12-20,M,rep,OH,11.0,,Republican,,,,,,,,,,,,M000368,,,,,,407373,,,,6180.0,John W. McCormick
5037,Moulton,Samuel,Wheeler,,,,1821-01-20,M,rep,IL,17.0,,Democrat,,,,,,,,,,,,M001047,,,,,,408014,,,,6767.0,Samuel W. Moulton
5038,Muldrow,Henry,Lowndes,,,,1837-02-08,M,rep,MS,1.0,,Democrat,,,,,,,,,,,,M001068,,,,,,408034,,,,6786.0,Henry L. Muldrow
5039,Murray,Robert,Maynard,,,,1841-11-28,M,rep,OH,3.0,,Democrat,,,,,,,,,,,,M001113,,,,,,408076,,,,6824.0,Robert Maynard Murray
5040,Nicholls,John,Calhoun,,,,1834-04-25,M,rep,GA,1.0,,Democrat,,,,,,,,,,,,N000087,,,,,,408172,,,,6914.0,John C. Nicholls
5041,Ochiltree,Thomas,Peck,,,,1837-10-26,M,rep,TX,7.0,,Independent,,,,,,,,,,,,O000021,,,,,,408319,,,,7009.0,Thomas P. Ochiltree
5042,Oury,Granville,Henderson,,,,1825-03-12,M,rep,AZ,0.0,,Democrat,,,,,,,,,,,,O000135,,,,,,408387,,,,,Granville Henderson Oury
5043,Paige,David,Raymond,,,,1844-04-08,M,rep,OH,20.0,,Democrat,,,,,,,,,,,,P000025,,,,,,408436,,,,7163.0,David R. Paige
5044,Palmer,Thomas,Witherell,,,,1830-01-25,M,sen,MI,,2.0,Republican,,,,,,,,,,,,P000044,,,,,,408454,,,,7181.0,Thomas W. Palmer
5045,Patton,John,Denniston,,,,1829-11-28,M,rep,PA,25.0,,Democrat,,,,,,,,,,,,P000139,,,,,,408545,,,,7264.0,John Denniston Patton
5046,Paul,John,,,,,1839-06-30,M,rep,VA,7.0,,Readjuster,,,,,,,,,,,,P000144,,,,,,408549,,,,7267.0,John Paul (judge)
5047,Peelle,Stanton,Judkins,,,,1843-02-11,M,rep,IN,7.0,,Republican,,,,,,,,,,,,P000185,,,,,,408589,,,,7303.0,Stanton J. Peelle
5048,Pike,Austin,Franklin,,,,1819-10-16,M,sen,NH,,2.0,Republican,,,,,,,,,,,,P000345,,,,,,408742,,,,7447.0,Austin F. Pike
5049,Poland,Luke,Potter,,,,1815-11-01,M,rep,VT,2.0,,Republican,,,,,,,,,,,,P000406,,,,,,408799,,,,7504.0,Luke P. Poland
5050,Pool,Walter,Freshwater,,,,1850-10-10,M,rep,NC,1.0,,Republican,,,,,,,,,,,,P000428,,,,,,408819,,,,7522.0,Walter F. Pool
5051,Post,George,Adams,,,,1854-09-01,M,rep,PA,15.0,,Democrat,,,,,,,,,,,,P000453,,,,,,408840,,,,7544.0,George Adams Post
5052,Post,Morton,Everel,,,,1840-12-25,M,rep,WY,0.0,,Democrat,,,,,,,,,,,,P000456,,,,,,408843,,,,,Morton Everel Post
5053,Potter,Orlando,Brunson,,,,1823-03-10,M,rep,NY,11.0,,Democrat,,,,,,,,,,,,P000466,,,,,,408853,,,,7557.0,Orlando B. Potter
5054,Pryor,Luke,,,,,1820-07-05,M,rep,AL,8.0,,Democrat,,,,,,,,,,,,P000557,,,,,,408940,,,,7640.0,Luke Pryor
5055,Pusey,William,Henry Mills,,,,1826-07-29,M,rep,IA,9.0,,Democrat,,,,,,,,,,,,P000579,,,,,,408962,,,,7660.0,William Henry Mills Pusey
5056,Ray,Ossian,,,,,1835-12-13,M,rep,NH,2.0,,Republican,,,,,,,,,,,,R000079,,,,,,409059,,,,7751.0,Ossian Ray
5057,Raymond,John,Baldwin,,,,1844-12-05,M,rep,DK,-1.0,,Republican,,,,,,,,,,,,R000085,,,,,,409065,,,,,John B. Raymond
5058,Riddleberger,Harrison,Holt,,,,1844-10-04,M,sen,VA,,2.0,Republican,,,,,,,,,,,,R000241,,,,,,409217,,,,7894.0,Harrison H. Riddleberger
5059,Robinson,George,Dexter,,,,1834-01-20,M,rep,MA,12.0,,Republican,,,,,,,,,,,,R000335,,,,,,409306,,,,7975.0,George D. Robinson
5060,Robinson,James,Sidney,,,,1827-10-14,M,rep,OH,9.0,,Republican,,,,,,,,,,,,R000339,,,,,,409310,,,,7978.0,James S. Robinson
5061,Robinson,William,Erigena,,,,1814-05-06,M,rep,NY,2.0,,Democrat,,,,,,,,,,,,R000355,,,,,,409326,,,,7993.0,William Erigena Robinson
5062,Rogers,William,Findlay,,,,1820-03-01,M,rep,NY,32.0,,Democrat,,,,,,,,,,,,R000407,,,,,,409373,,,,8038.0,William Findlay Rogers
5063,Rosecrans,William,Starke,,,,1819-09-06,M,rep,CA,1.0,,Democrat,,,,,,,,,,,,R000440,,,,,,409404,,,,8063.0,William Rosecrans
5064,Russell,William,Augustus,,,,1831-04-22,M,rep,MA,8.0,,Republican,,,,,,,,,,,,R000541,,,,,,409498,,,,8143.0,William A. Russell (Massachusetts politician)
5065,Sabin,Dwight,May,,,,1843-04-25,M,sen,MN,,2.0,Republican,,,,,,,,,,,,S000003,,,,,,409524,,,,8165.0,Dwight M. Sabin
5066,Saulsbury,Eli,,,,,1817-12-29,M,sen,DE,,2.0,Democrat,,,,,,,,,,,,S000072,,,,,,409584,,,,8222.0,Eli M. Saulsbury
5067,Scales,Alfred,Moore,,,,1827-11-26,M,rep,NC,5.0,,Democrat,,,,,,,,,,,,S000103,,,,,,409613,,,,8248.0,Alfred Moore Scales
5068,Shaw,Aaron,,,,,1811-12-19,M,rep,IL,16.0,,Democrat,,,,,,,,,,,,S000301,,,,,,409800,,,,8413.0,Aaron Shaw (representative)
5069,Shelley,Charles,Miller,,,,1833-12-28,M,rep,AL,4.0,,Democrat,,,,,,,,,,,,S000326,,,,,,409823,,,,8436.0,Charles M. Shelley
5070,Singiser,Theodore,Frelinghuysen,,,,1845-03-15,M,rep,ID,-1.0,,Republican,,,,,,,,,,,,S000443,,,,,,409937,,,,,Theodore Frelinghuysen Singiser
5071,Skinner,Charles,Rufus,,,,1844-08-04,M,rep,NY,22.0,,Republican,,,,,,,,,,,,S000467,,,,,,409957,,,,8559.0,Charles R. Skinner
5072,Slocum,Henry,Warner,,,,1827-09-24,M,rep,NY,-1.0,,Democrat,,,,,,,,,,,,S000496,,,,,,409983,,,,8584.0,Henry Warner Slocum
5073,Smith,Abraham,Herr,,,,1815-03-07,M,rep,PA,9.0,,Republican,,,,,,,,,,,,S000509,,,,,,409995,,,,8597.0,Abraham Herr Smith
5074,Smith,Hiram,Ypsilanti,,,,1843-03-22,M,rep,IA,7.0,,Republican,,,,,,,,,,,,S000550,,,,,,410032,,,,8632.0,Hiram Y. Smith
5075,Stevens,Robert,Smith,,,,1824-03-27,M,rep,NY,31.0,,Democrat,,,,,,,,,,,,S000886,,,,,,410348,,,,8916.0,Robert S. Stevens (politician)
5076,Stockslager,Strother,Madison,,,,1842-05-07,M,rep,IN,3.0,,Democrat,,,,,,,,,,,,S000938,,,,,,410397,,,,8961.0,Strother M. Stockslager
5077,Sumner,Charles,Allen,,,,1835-08-02,M,rep,CA,-1.0,,Democrat,,,,,,,,,,,,S001069,,,,,,410523,,,,9084.0,Charles A. Sumner
5078,Sumner,Daniel,Hadley,,,,1837-09-15,M,rep,WI,2.0,,Democrat,,,,,,,,,,,,S001070,,,,,,410524,,,,9085.0,Daniel H. Sumner
5079,Tabor,Horace,Austin Warner,,,,1830-11-26,M,sen,CO,,2.0,Republican,,,,,,,,,,,,T000004,,,,,,410594,,,,9147.0,Horace Tabor
5080,Thompson,Philip,Burton,Jr.,,,1845-10-15,M,rep,KY,8.0,,Democrat,,,,,,,,,,,,T000212,,,,,,410791,,,,9334.0,Philip B. Thompson Jr.
5081,Tully,Pleasant,Britton,,,,1829-03-21,M,rep,CA,4.0,,Democrat,,,,,,,,,,,,T000407,,,,,,410976,,,,9504.0,Pleasant B. Tully
5082,Turner,Oscar,,,,,1825-02-03,M,rep,KY,1.0,,Ind. Democrat,,,,,,,,,,,,T000425,,,,,,410993,,,,9519.0,Oscar Turner (1825–1896)
5083,Valentine,Edward,Kimble,,,,1843-06-01,M,rep,NE,3.0,,Republican,,,,,,,,,,,,V000005,,,,,,411064,,,,9586.0,Edward K. Valentine
5084,Van Alstyne,Thomas,Jefferson,,,,1827-07-25,M,rep,NY,16.0,,Democrat,,,,,,,,,,,,V000013,,,,,,411071,,,,9592.0,Thomas J. Van Alstyne
